,数量,是否出现在单词爬取网站
tantrums,2,False
candied,2,False
campfire,2,False
dynamite,2,False
recreational,2,False
unsteady,2,False
brake,2,False
drugstore,2,False
stepping,2,False
ballplayer,2,False
pending,2,False
injunction,2,False
Cambridge,2,False
momentary,2,False
attained,2,False
catalytic,2,False
manes,2,False
pennants,2,False
sapped,2,False
sergeant,2,False
toxic,2,False
shigella,2,False
submit,2,True
superiors,2,False
fits,2,False
Chernobyl,2,False
drills,2,False
actives,2,False
pillow,2,False
randomly,2,False
retirees,2,False
cartilaginous,2,False
styled,2,False
Marine,2,False
heros,2,False
bearskin,2,False
immune,2,False
recognizes,2,False
invading,2,False
gawkers,2,False
clarification,2,False
suggests,2,False
martyrdom,2,False
saints,2,False
murders,2,False
unnatural,2,False
fracture,2,False
municipal,2,False
successfully,2,True
synonymous,2,False
enjoying,2,False
Whigs,2,False
tails,2,False
succeed,2,True
Charles,2,False
gazelle,2,False
antagonism,2,False
volcanos,2,False
torturers,2,False
pearls,2,False
flintstone,2,False
arc,2,False
throws,2,False
bargain,2,False
pose,2,True
medal,2,False
hosiery,2,False
bowing,2,False
penitentiary,2,False
boredom,2,False
accuracy,2,False
presided,2,False
strains,2,False
stresses,2,False
endured,2,False
drawstring,2,False
strings,2,False
superlatively,2,False
Hemingway,2,False
spiccato,2,False
Dale,2,False
Hill,2,False
accords,2,False
geology,2,False
meditating,2,False
anthropology,2,False
studios,2,False
grievances,2,False
benzene,2,False
arches,2,False
sociologists,2,False
stroked,2,False
stripped,2,False
Nazis,2,False
illumination,2,False
comply,2,False
exhaustion,2,False
Eisenhower,2,False
Spain,2,False
somewhat,2,True
skier,2,False
forty,2,False
x,2,False
corrupt,2,False
handbook,2,False
clinic,2,True
gates,2,False
blackness,2,False
bloc,2,False
stationed,2,False
software,2,True
screenplay,2,False
pastel,2,False
colum,2,False
marched,2,False
hears,2,False
bedside,2,False
investments,2,False
addresses,2,False
River,2,False
Ohio,2,False
Pittsburgh,2,False
thrashing,2,False
awakened,2,False
scratchy,2,False
parallel,2,False
rocketed,2,False
creamy,2,False
magenta,2,False
sorting,2,False
bottleneck,2,False
drama,2,True
socialites,2,False
adjust,2,True
ants,2,False
purely,2,False
experts,2,False
receipt,2,False
watches,2,False
lad,2,False
slipping,2,False
spills,2,False
slips,2,False
jolt,2,False
eastward,2,False
seminars,2,False
aches,2,False
slide,2,True
swoops,2,False
indulgent,2,False
revenue,2,True
University,2,False
abject,2,False
cocaine,2,False
Production,2,False
walker,2,False
reacting,2,False
beginnings,2,False
snowing,2,False
indignantly,2,False
snaps,2,False
waistband,2,False
Nicaragua,2,False
superiority,2,False
orderly,2,False
tabletop,2,False
stride,2,False
pacified,2,False
marijuana,2,False
smoked,2,False
smiled,2,False
plagiarism,2,False
struggles,2,False
breezes,2,False
plantations,2,False
constellations,2,False
nominally,2,False
inversely,2,False
bulk,2,False
Key,2,False
exercised,2,False
borrowing,2,False
lending,2,False
Optimism,2,False
eleven,2,False
realm,2,False
outspread,2,False
identify,2,True
spotted,2,False
meteorites,2,False
disbanded,2,False
log,2,False
wedge,2,False
proportional,2,False
contradiction,2,False
compute,2,False
folded,2,False
Rhone,2,False
bookshelf,2,False
goat,2,False
markedly,2,False
revised,2,False
transitional,2,False
staged,2,False
staffed,2,False
nursing,2,False
imagined,2,False
threatening,2,False
playful,2,False
lemon,2,True
peg,2,False
checkerboard,2,False
inserted,2,False
transcendental,2,False
astronauts,2,False
arthritis,2,False
structural,2,False
affinity,2,False
pleasing,2,False
villainy,2,False
trustees,2,False
correspondent,2,True
BBC,2,False
medication,2,True
seance,2,False
confide,2,False
especial,2,False
buses,2,False
orbited,2,False
Sputnik,2,False
exploration,2,False
milestone,2,False
poisonous,2,False
garbled,2,False
barren,2,False
southernisms,2,False
tappings,2,False
asteroid,2,False
temporal,2,False
spirited,2,False
embarrassing,2,False
spokesmen,2,False
spiders,2,False
crank,2,False
adds,2,False
speeding,2,False
breakneck,2,False
zipped,2,False
gratifying,2,False
speeches,2,False
uttering,2,False
oxidation,2,False
trudged,2,False
imbibing,2,False
indecision,2,False
Halloween,2,False
costume,2,False
impressions,2,False
firmly,2,False
neurons,2,False
barbecue,2,False
skepticism,2,False
Surrender,2,False
damnation,2,False
notorious,2,False
Clinton,2,False
withering,2,False
discoveries,2,False
outlaw,2,False
Oil,2,False
underfoot,2,False
immobilized,2,False
nutty,2,False
horn,2,False
Mahler,2,False
fixing,2,False
variables,2,False
fitness,2,True
Secretary,2,False
Defense,2,False
conflicts,2,False
housecleaning,2,False
coughing,2,False
specializes,2,False
ineligible,2,False
scare,2,False
loyalties,2,False
colorful,2,False
compliments,2,False
Babel,2,False
booze,2,False
lenient,2,False
Easter,2,False
finely,2,False
fined,2,False
archaeological,2,False
tract,2,False
gastrointestinal,2,False
Berkeley,2,False
obnoxious,2,False
Plato,2,False
inescapable,2,False
coronation,2,False
theoretical,2,False
cavity,2,False
fills,2,False
trench,2,False
unstated,2,False
soldered,2,False
pickle,2,False
neared,2,False
carats,2,False
fastest,2,False
discreetly,2,False
greeted,2,False
tournament,2,True
inspiration,2,False
episodes,2,False
congress,2,False
congressional,2,True
afternoons,2,False
logged,2,False
Amtrak,2,False
connects,2,False
Raffles,2,False
batiste,2,False
powdery,2,False
Bernstein,2,False
collusion,2,False
Barenboim,2,False
folks,2,False
Han,2,False
hobbies,2,False
dynasty,2,False
fractions,2,False
numerator,2,False
focused,2,False
Atlantic,2,False
Lindbergh,2,False
denominator,2,False
fiendish,2,False
flags,2,False
complains,2,False
client,2,True
coward,2,False
Rumors,2,False
controversy,2,True
moonshine,2,False
fixes,2,False
cooks,2,False
sailor,2,False
nuisance,2,False
housefly,2,False
ducklings,2,False
Sue,2,False
guru,2,False
anxieties,2,False
passageway,2,False
Ford,2,False
binoculars,2,False
assertion,2,False
Teenagers,2,False
NATO,2,False
haunted,2,False
Catholic,2,True
harvesting,2,False
completed,2,False
Degree,2,False
stadium,2,False
flighting,2,False
flesh,2,True
cola,2,False
monitors,2,False
Utah,2,False
flats,2,False
accomplishing,2,False
sewn,2,False
refusal,2,False
disrepair,2,False
flamed,2,False
lease,2,False
Hawaiian,2,False
flagged,2,False
gamblers,2,False
epidemics,2,False
rhetoric,2,False
ruble,2,False
smaller,2,False
catamenia,2,False
males,2,False
semen,2,False
Britannica,2,False
pelvis,2,False
trader,2,False
symphonies,2,False
memorandum,2,False
bare,2,False
rugs,2,False
compose,2,True
Greed,2,False
harmonious,2,False
envied,2,False
heroic,2,False
compulsory,2,False
outrun,2,False
woollen,2,False
Massachusetts,2,False
abilities,2,False
contrasted,2,False
weakest,2,False
repaid,2,False
oath,2,False
inappropriate,2,False
pretenses,2,False
wayside,2,False
imposter,2,False
Several,2,False
controller,2,False
category,2,True
Hapsburg,2,False
turntable,2,False
Mayflower,2,False
sharks,2,False
cherished,2,False
ceased,2,False
continues,2,False
Lent,2,False
Catholics,2,False
abrasive,2,False
nationalism,2,False
fashioned,2,False
Westerns,2,False
journey,2,True
trek,2,False
fantasy,2,True
schoolgirl,2,False
fan,2,True
forum,2,False
spasm,2,False
gnat,2,False
instituted,2,False
unimpaired,2,False
suggested,2,False
profitability,2,False
bourgeois,2,False
array,2,False
attitudes,2,False
centimeters,2,False
hypotheses,2,False
Volt,2,False
cell,2,True
archer,2,False
conversed,2,False
Turn,2,False
lapels,2,False
Indian,2,True
sofas,2,False
roomful,2,False
converts,2,False
quantum,2,False
strayed,2,False
clever,2,False
miserably,2,False
sphincters,2,False
ribbon,2,False
admirable,2,False
penny,2,False
repeal,2,False
fairish,2,False
maidens,2,False
kidney,2,False
resented,2,False
loans,2,False
fraudulent,2,False
imposed,2,False
affirmative,2,False
naming,2,False
crib,2,False
trot,2,False
Archipelago,2,False
context,2,True
guarantees,2,False
discriminating,2,False
pleasures,2,False
brassiere,2,False
wagons,2,False
fenced,2,False
chorus,2,False
warmer,2,False
suffrage,2,False
sensitiveness,2,False
Association,2,False
Physiological,2,False
paragraph,2,False
euphoria,2,False
queasy,2,False
greasy,2,False
eccentric,2,False
inability,2,False
contested,2,False
battlefields,2,False
Claus,2,False
Santa,2,False
prominently,2,False
Elections,2,False
Desires,2,False
bituminous,2,False
Siblings,2,False
homogeneous,2,False
anthropologists,2,False
Bowl,2,False
Rose,2,False
Buckeyes,2,False
adherence,2,False
gracious,2,False
awaiting,2,False
equilateral,2,False
detour,2,False
unsympathetic,2,False
shaky,2,False
favorites,2,False
favored,2,False
faulting,2,False
scraped,2,False
contacted,2,False
emigrated,2,False
solder,2,False
extraterrestrial,2,False
daughters,2,False
fathered,2,False
forefathers,2,False
litmus,2,False
Salieri,2,False
contentedness,2,False
fatness,2,False
steadily,2,False
hushed,2,False
exams,2,False
whirls,2,False
vanity,2,False
gorgeous,2,False
Mississippi,2,False
Missouri,2,False
foreigner,2,False
carrots,2,False
steward,2,False
consumes,2,False
ribbons,2,False
confederations,2,False
governments,2,False
proving,2,False
Pythagorean,2,False
chefs,2,False
poorer,2,False
cloths,2,False
Grant,2,False
billboards,2,False
Messages,2,False
farther,2,False
dank,2,False
sofa,2,False
plugged,2,False
Wales,2,False
Sales,2,False
monetary,2,False
steeply,2,False
warmth,2,False
clipped,2,False
monotones,2,False
creativity,2,False
clocked,2,False
yelp,2,False
buffer,2,False
luxuries,2,False
closes,2,False
Khmer,2,False
footprints,2,False
tyrannical,2,False
exterior,2,False
questioner,2,False
genuinely,2,False
sweepers,2,False
lads,2,False
era,2,True
Whilst,2,False
untroubled,2,False
Capitol,2,False
dome,2,False
reef,2,False
filtering,2,False
Rouge,2,False
CDs,2,False
homage,2,False
plumage,2,False
reconstructs,2,False
dams,2,False
Management,2,False
kin,2,False
hydroelectric,2,False
chaos,2,False
bug,2,False
supervision,2,False
expenditures,2,False
discontent,2,False
generaled,2,False
custody,2,False
comprehensible,2,False
onsets,2,False
paternal,2,False
ladies,2,False
genetically,2,False
Due,2,False
Russians,2,False
sloping,2,False
nocturne,2,False
tricycle,2,False
Chopin,2,False
giant,2,True
Walton,2,False
moonlit,2,False
ghosted,2,False
whereabouts,2,False
dreadfully,2,False
ghostwritten,2,False
Kobe,2,False
bang,2,False
childish,2,False
nauseous,2,False
defiance,2,False
passenger,2,True
cowardice,2,False
clears,2,False
nocturnal,2,False
dine,2,False
classify,2,False
collapsing,2,False
Pisa,2,False
guyed,2,False
flirting,2,False
guessing,2,False
Marxism,2,False
woke,2,False
choosing,2,False
guarding,2,False
blockers,2,False
safeguard,2,False
Preparation,2,False
tactical,2,False
owls,2,False
habits,2,False
grained,2,False
twirling,2,False
clouting,2,False
feinting,2,False
undeveloped,2,False
forearms,2,False
exemptions,2,False
staked,2,False
ranch,2,False
damages,2,False
elevators,2,False
keratinized,2,False
shorter,2,False
combed,2,False
habitat,2,True
marine,2,False
shrub,2,False
Corn,2,False
grows,2,False
trunks,2,False
reasonably,2,False
spotlessly,2,False
engraved,2,False
pen,2,False
engrave,2,False
cats,2,False
dependency,2,False
grants,2,False
milling,2,False
researchers,2,False
qualified,2,False
Funds,2,False
ballroom,2,False
collecting,2,False
Kansas,2,False
getaway,2,False
gray,2,True
flannel,2,False
greats,2,False
fried,2,False
regain,2,False
bass,2,False
declaration,2,False
orchestral,2,False
greening,2,False
gills,2,False
housecleans,2,False
juicy,2,False
platters,2,False
liner,2,False
cleans,2,False
auk,2,False
multitude,2,False
steak,2,False
Bohemian,2,False
sunny,2,False
parlance,2,False
framework,2,True
miror,2,False
Period,2,False
lacking,2,False
enhances,2,False
framed,2,False
fails,2,False
wavelengths,2,False
plunge,2,False
colorize,2,False
bookkeeper,2,False
fore,2,False
guided,2,False
humble,2,False
Melons,2,False
polynomials,2,False
Puritan,2,False
cluttered,2,False
Understanding,2,False
rubble,2,False
transitive,2,False
using,2,False
colonial,2,True
seizures,2,False
modulation,2,False
trim,2,False
hiring,2,False
quarks,2,False
Fahrenheit,2,False
freezes,2,False
electron,2,False
marvelous,2,False
discolored,2,False
racism,2,False
brave,2,False
impressing,2,False
unassembled,2,False
jocund,2,False
commented,2,False
acceleration,2,False
persuaded,2,False
eloquence,2,False
trucker,2,False
attache,2,False
random,2,False
fads,2,False
commitments,2,False
forcefulness,2,False
vitality,2,False
muster,2,False
swiftest,2,False
curled,2,False
horsemen,2,False
armored,2,False
oxalic,2,False
afforest,2,False
Dawn,2,False
admiral,2,False
upset,2,False
sleeves,2,False
pseudopods,2,False
knuckles,2,False
intestine,2,False
comfortableness,2,False
padded,2,False
antihistamine,2,False
undergone,2,False
potters,2,False
commanded,2,False
inflections,2,False
stem,2,False
inflected,2,False
readers,2,False
coral,2,False
intransitive,2,False
freshly,2,False
gallery,2,True
clubhouse,2,False
momentum,2,False
historian,2,True
clubbed,2,False
auxiliary,2,False
improving,2,False
admirers,2,False
coaching,2,False
sensations,2,False
everybody,2,True
twang,2,False
coaled,2,False
snowy,2,False
fundamentals,2,False
incompatibility,2,False
nightclubs,2,False
plumbing,2,False
gripped,2,False
memorizing,2,False
whoever,2,False
ancestors,2,False
shawl,2,False
closer,2,True
gathers,2,False
gated,2,False
discharged,2,False
rebellious,2,False
gassed,2,False
despot,2,False
sparrow,2,False
outgo,2,False
obscured,2,False
dissent,2,False
columnist,2,False
extravagance,2,False
slope,2,False
confusing,2,False
underwent,2,False
fuels,2,False
frustration,2,True
fruited,2,False
unfriendly,2,False
advertise,2,False
nod,2,True
unaffectionate,2,False
impersonal,2,False
sprung,2,False
gotten,2,False
attempting,2,False
sword,2,False
Springfield,2,False
rehearsals,2,False
accidentally,2,False
bluish,2,False
creationism,2,False
tanker,2,False
seemingly,2,False
snowed,2,False
Dirt,2,False
bore,2,False
auger,2,False
coated,2,False
encode,2,False
suspicions,2,False
fueled,2,False
confirms,2,False
amply,2,False
overflowing,2,False
coldness,2,False
shivered,2,False
Bahrain,2,False
deny,2,True
dripped,2,False
dew,2,False
rescued,2,False
liters,2,False
smacked,2,False
Year,2,False
concentration,2,True
salads,2,False
skins,2,False
trance,2,False
carpets,2,False
penetrated,2,False
fastidious,2,False
mistrial,2,False
dreamt,2,False
battered,2,False
defenses,2,False
miniatures,2,False
soda,2,False
sliced,2,False
abstract,2,False
allegory,2,False
speeds,2,False
subsided,2,False
metaphysical,2,False
turnpike,2,False
scenic,2,False
purple,2,False
machinations,2,False
riverside,2,False
dive,2,False
gash,2,False
receptors,2,False
surrounded,2,False
denizens,2,False
desired,2,False
reaching,2,False
hurricanes,2,False
urgent,2,False
Manhattan,2,False
cape,2,False
defines,2,False
icon,2,False
definition,2,True
peeling,2,False
summa,2,False
waitresses,2,False
cum,2,False
expelled,2,False
laude,2,False
Traffic,2,False
But,2,False
replay,2,False
delivers,2,False
preliminary,2,False
unceasing,2,False
swirling,2,False
budgetary,2,False
pulp,2,False
confessed,2,False
participants,2,False
Stalingrad,2,False
sanitation,2,False
ultimatum,2,False
delivering,2,False
vessels,2,False
bud,2,False
dilated,2,False
bows,2,False
archers,2,False
vascular,2,False
parallels,2,False
nutritional,2,False
stud,2,False
deficits,2,False
amplifier,2,False
disks,2,False
decrease,2,True
Mars,2,False
crater,2,False
Cascade,2,False
Range,2,False
prominence,2,False
instill,2,False
shady,2,False
charcoal,2,False
incest,2,False
cabinets,2,False
measurable,2,False
Queen,2,False
Spades,2,False
astronomers,2,False
hashish,2,False
esteem,2,False
Crater,2,False
assassin,2,False
adjectives,2,False
pallor,2,False
pat,2,False
slippery,2,False
leisurely,2,False
daytime,2,False
gums,2,False
novocain,2,False
discomfort,2,False
drilled,2,False
containers,2,False
deadened,2,False
passersby,2,False
shook,2,False
plea,2,False
compact,2,False
discs,2,False
provisions,2,False
devil,2,False
cancellation,2,False
clockwise,2,False
Giants,2,False
Stock,2,False
decked,2,False
jargon,2,False
lawsuit,2,True
incompetent,2,False
declare,2,True
dividends,2,False
Coast,2,False
declined,2,False
artery,2,False
pulmonary,2,False
hike,2,False
Dow,2,False
speakers,2,False
Englanders,2,False
unanimous,2,False
unfavorable,2,False
deaths,2,False
burgundy,2,False
toast,2,False
critique,2,False
pocketbook,2,False
rattled,2,False
dearest,2,False
splintery,2,False
decides,2,False
trivial,2,False
dries,2,False
deliberations,2,False
kidnapped,2,False
drugged,2,False
Hampshire,2,False
exorbitant,2,False
bloated,2,False
Buddhism,2,False
fetus,2,False
beech,2,False
European,2,True
rook,2,False
Alaskan,2,False
trenchant,2,False
conquest,2,False
indicator,2,False
Claudius,2,False
disadvantage,2,False
osseous,2,False
villages,2,False
funded,2,False
Iraq,2,False
revolting,2,False
supporter,2,True
withstands,2,False
turpentine,2,False
dispute,2,True
embryo,2,False
celebrities,2,False
complementary,2,False
fibers,2,False
ambulances,2,False
breasts,2,False
distributes,2,False
Dave,2,False
Values,2,False
qualities,2,False
distinguishes,2,False
Report,2,False
kindergarten,2,False
infatuation,2,False
superpower,2,False
silhouette,2,False
outdistanced,2,False
stoop,2,False
dukes,2,False
disability,2,True
preened,2,False
Cinderella,2,False
piles,2,False
slums,2,False
overalls,2,False
readout,2,False
unswept,2,False
examination,2,True
dimension,2,True
radioactive,2,False
Sundays,2,False
voters,2,False
foundry,2,False
descendant,2,False
heredity,2,False
offing,2,False
disagrees,2,False
shield,2,False
disappeared,2,False
statesmanship,2,False
conserve,2,False
dished,2,False
modal,2,False
monastery,2,False
Roentgen,2,False
Martyrs,2,False
beg,2,False
differ,2,True
irreconcilable,2,False
disciplined,2,False
strives,2,False
continually,2,False
nesting,2,False
digging,2,False
Hope,2,False
Dylan,2,False
rabid,2,False
plunged,2,False
feints,2,False
hardware,2,False
subordinate,2,False
adjective,2,False
hemispherical,2,False
spherical,2,False
adverb,2,False
moisture,2,False
depicts,2,False
doubles,2,False
sly,2,False
violently,2,False
vomited,2,False
bluff,2,False
typewriter,2,False
skied,2,False
downcast,2,False
legendary,2,False
discouraged,2,False
demonstrates,2,False
fairness,2,False
ninth,2,False
instability,2,False
Thousands,2,False
globalization,2,False
Seattle,2,False
downs,2,False
martinis,2,False
wallet,2,False
accompanied,2,False
lecturer,2,False
pistol,2,False
startle,2,False
downhearted,2,False
dose,2,False
sighs,2,False
treble,2,False
sunk,2,False
desires,2,False
materiel,2,False
maize,2,False
domesticated,2,False
barked,2,False
screams,2,False
documented,2,False
explored,2,False
climber,2,False
suffice,2,False
gallantry,2,False
naval,2,False
Pacific,2,False
divides,2,False
outsiders,2,False
Dupont,2,False
attending,2,False
molding,2,False
derive,2,True
duple,2,False
yolk,2,False
centerfield,2,False
Gable,2,False
Clark,2,False
addiction,2,False
Haitian,2,False
villa,2,False
derives,2,False
Discreet,2,False
continental,2,False
predominate,2,False
Hispanics,2,False
deserve,2,True
memorizes,2,False
commodities,2,False
procrastinated,2,False
hares,2,False
courtroom,2,False
expands,2,False
caravan,2,False
bloodstream,2,False
depletion,2,False
Soviet,2,True
covert,2,False
caviar,2,False
beluga,2,False
flushed,2,False
bugged,2,False
musicianship,2,False
oriental,2,False
exhibiting,2,False
Museum,2,False
meteorologists,2,False
weaving,2,False
exercises,2,False
retraction,2,False
explain,2,True
countered,2,False
experimenting,2,False
experimented,2,False
sexually,2,False
manufacturer,2,True
experimentation,2,False
vividly,2,False
worshipped,2,False
slower,2,False
vertigo,2,False
coupled,2,False
March,2,False
persist,2,False
January,2,False
Metropolitan,2,False
Civilization,2,False
gladly,2,False
Smiths,2,False
baggage,2,False
crafted,2,False
TWA,2,False
Mother,2,False
Modern,2,False
motorbike,2,False
trembling,2,False
compelling,2,False
lamppost,2,False
awake,2,False
racing,2,False
placid,2,False
skim,2,False
creams,2,False
excluded,2,False
artisan,2,False
brewers,2,False
mare,2,False
examples,2,False
infants,2,False
handkerchief,2,False
exchanges,2,False
Count,2,False
deductible,2,False
queens,2,False
endgame,2,False
bitter,2,False
immortality,2,False
Registrations,2,False
Adam,2,False
whip,2,False
cracking,2,False
petroleum,2,False
ruler,2,False
reluctance,2,False
stiffen,2,False
counting,2,False
pressures,2,False
auditory,2,False
violets,2,False
bucks,2,False
orchard,2,False
agriculture,2,False
siblings,2,False
clone,2,False
ancestor,2,False
uncanny,2,False
praised,2,False
catastrophes,2,False
filename,2,False
BASIC,2,False
extensions,2,False
wires,2,False
greens,2,False
solemn,2,False
Prize,2,False
externals,2,False
boxing,2,False
Jackson,2,False
semitransparent,2,False
extremes,2,False
jails,2,False
laborers,2,False
conviction,2,True
convinced,2,False
apothecary,2,False
medicinal,2,False
coolheaded,2,False
extras,2,False
supernumerary,2,False
dresser,2,False
dude,2,False
Phobos,2,False
Demos,2,False
detect,2,True
fourth,2,True
engineers,2,False
denounced,2,False
shocking,2,False
ridicule,2,False
alignment,2,False
graft,2,False
lenses,2,False
myopia,2,False
firecrackers,2,False
calculate,2,True
explore,2,True
academy,2,False
Nobel,2,False
cocktail,2,False
Molotov,2,False
filter,2,False
shipment,2,False
pardon,2,False
titanium,2,False
Kilimanjaro,2,False
sidewalk,2,False
awning,2,False
provinces,2,False
periodicals,2,False
antenna,2,False
corned,2,False
Mediterranean,2,False
Eastern,2,False
tripled,2,False
greetings,2,False
rightfield,2,False
southeastern,2,False
expressions,2,False
Schoenberg,2,False
varnish,2,False
furor,2,False
cyclist,2,False
hieroglyphics,2,False
Akkadian,2,False
Watson,2,False
nurturing,2,False
unkindest,2,False
cd,2,False
devices,2,False
ritual,2,False
whenever,2,True
crackled,2,False
grease,2,False
Wayne,2,False
appliances,2,False
deposited,2,False
rivulets,2,False
bandage,2,False
drastically,2,False
tailor,2,False
elite,2,True
Wall,2,False
custom,2,True
suppertime,2,False
skipped,2,False
employ,2,True
emphasized,2,False
employer,2,True
emphasizes,2,False
vicious,2,False
emerge,2,True
proprietor,2,False
bourbon,2,False
Catholicism,2,False
skillful,2,False
colleges,2,False
residents,2,False
dotted,2,False
schnitzel,2,False
sooner,2,False
undercurrents,2,False
youngsters,2,False
educate,2,True
gloomy,2,False
scowl,2,False
Mondays,2,False
wavy,2,False
statistical,2,False
rounded,2,False
embroidery,2,False
edged,2,False
Scots,2,False
privileged,2,False
prehistorical,2,False
banana,2,False
Vader,2,False
magnetic,2,False
Darth,2,False
lotion,2,False
windshield,2,False
caper,2,False
efficiency,2,True
mottled,2,False
bandages,2,False
prickly,2,False
wrists,2,False
lengthwise,2,False
reprisal,2,False
personnel,2,True
retaliation,2,False
broomstick,2,False
dares,2,False
reproductions,2,False
Street,2,False
Connecticut,2,False
offense,2,True
burglars,2,False
Mendel,2,False
crossbreeding,2,False
straw,2,False
equalize,2,False
rubles,2,False
boaters,2,False
waxed,2,False
mustaches,2,False
verandah,2,False
cathedral,2,False
entryway,2,False
beggars,2,False
crier,2,False
Petri,2,False
lifetime,2,True
unattractive,2,False
mule,2,False
currently,2,True
cage,2,False
dies,2,False
atmospheric,2,False
establishes,2,False
trompe,2,False
completion,2,False
essentials,2,False
wobbly,2,False
essayed,2,False
constructive,2,False
Those,2,False
especially,2,True
criticize,2,True
Gas,2,False
hatch,2,False
cropped,2,False
devastated,2,False
inaction,2,False
borrowed,2,False
marshes,2,False
excess,2,False
flag,2,True
conveys,2,False
hybrid,2,False
delight,2,False
investigators,2,False
knotted,2,False
rubberneckers,2,False
pianissimo,2,False
doings,2,False
ending,2,False
amperes,2,False
psychoanalytic,2,False
encouraged,2,False
encounter,2,True
Europeans,2,False
rimmed,2,False
DOE,2,False
bra,2,False
ensure,2,True
waxen,2,False
honey,2,True
boulder,2,False
jock,2,False
strap,2,False
saucer,2,False
maintaining,2,False
enjoyment,2,False
cupped,2,False
deciding,2,False
engineered,2,False
engage,2,True
swore,2,False
handful,2,True
strife,2,False
calendar,2,False
frustrates,2,False
foreheads,2,False
ash,2,False
scouts,2,False
punctuation,2,False
unregulated,2,False
sheep,2,False
dozens,2,False
booms,2,False
boot,2,True
rug,2,False
adultery,2,False
borrow,2,True
jotted,2,False
embossed,2,False
stationery,2,False
indelible,2,False
marketplace,2,False
mapped,2,False
booming,2,False
terrestrial,2,False
sculptures,2,False
solicit,2,False
massing,2,False
Crowds,2,False
correspondence,2,False
ignorance,2,False
conceal,2,False
masks,2,False
herb,2,False
boomed,2,False
marrieds,2,False
bliss,2,False
chapel,2,False
happier,2,False
galaxies,2,False
bosses,2,False
whirl,2,False
Heat,2,False
critic,2,True
bowl,2,True
chocolates,2,False
millionaire,2,False
flowchart,2,False
rummaged,2,False
misunderstanding,2,False
Pet,2,False
majoring,2,False
Jim,2,False
maintenance,2,True
botany,2,False
mainly,2,True
billions,2,False
handles,2,False
Wood,2,False
Clothes,2,False
Mosquitoes,2,False
splendid,2,False
manufacturing,2,True
dignified,2,False
upstairs,2,False
buzzing,2,False
bothers,2,False
booths,2,False
manning,2,False
desks,2,False
Havana,2,False
grading,2,False
Bertie,2,False
Jeeves,2,False
malls,2,False
bothered,2,False
Practice,2,False
retaliatory,2,False
Tokyo,2,False
masters,2,False
suggesting,2,False
luster,2,False
fax,2,False
tissues,2,False
porridge,2,False
messed,2,False
merely,2,True
blowing,2,False
blown,2,False
haze,2,False
aristocracy,2,False
defects,2,False
calculations,2,False
peripherals,2,False
CPU,2,False
polled,2,False
nutrients,2,False
vibrant,2,False
concerts,2,False
graphs,2,False
ministering,2,False
churches,2,False
Protestant,2,False
ministers,2,False
clergymen,2,False
mined,2,False
ores,2,False
pyramids,2,False
classrooms,2,False
milked,2,False
Cows,2,False
milking,2,False
weaker,2,False
April,2,False
thirties,2,False
Reptilia,2,False
interlibrary,2,False
informal,2,False
ragged,2,False
Dresden,2,False
showers,2,False
alderman,2,False
govern,2,False
physicists,2,False
biography,2,False
definitive,2,False
archives,2,False
roasting,2,False
doorstop,2,False
notebook,2,False
entry,2,True
Isaiah,2,False
persistence,2,False
ours,2,False
meaner,2,False
vulgar,2,False
meanspirited,2,False
rayon,2,False
lit,2,False
aqueous,2,False
solvent,2,False
dissolving,2,False
mediums,2,False
bombers,2,False
reactions,2,False
bombed,2,False
photochemical,2,False
precedents,2,False
administrative,2,False
heavenly,2,False
socialists,2,False
rusted,2,False
magazines,2,False
lunched,2,False
smoker,2,False
Versailles,2,False
arrayed,2,False
bayonets,2,False
checkout,2,False
chandeliers,2,False
wells,2,False
pipeline,2,False
riverbank,2,False
sympathies,2,False
lineage,2,False
insanity,2,False
sanity,2,False
outlines,2,False
choices,2,False
daylight,2,False
statute,2,False
tapestries,2,False
trumpets,2,False
saddle,2,False
practiced,2,False
candlesticks,2,False
brighter,2,False
Waterloo,2,False
aspect,2,True
glowed,2,False
Gulf,2,False
sunlit,2,False
Am,2,False
Erosion,2,False
linked,2,False
travelers,2,False
mortar,2,False
links,2,False
stanza,2,False
enduring,2,False
punch,2,False
limb,2,False
rating,2,True
chatter,2,False
banter,2,False
lilting,2,False
doze,2,False
lighted,2,False
Misfortune,2,False
darkest,2,False
lightens,2,False
tripping,2,False
buoyant,2,False
lightsome,2,False
travellers,2,False
melted,2,False
filtered,2,False
mayonnaise,2,False
lite,2,False
browned,2,False
pastels,2,False
fleeing,2,False
beacon,2,False
fortunes,2,False
utterly,2,False
contracts,2,False
preceding,2,False
dreamlike,2,False
doglike,2,False
pod,2,False
dispositions,2,False
transmission,2,False
stub,2,False
magnesium,2,False
resulting,2,False
alcoholism,2,False
draught,2,False
shutters,2,False
petty,2,False
schemes,2,False
filthy,2,False
sympathized,2,False
livestock,2,False
streak,2,False
credibility,2,False
gravel,2,False
nails,2,False
breakage,2,False
loosened,2,False
noose,2,False
stamp,2,False
bowels,2,False
loosen,2,False
expanse,2,False
Nobody,2,False
choir,2,False
fishy,2,False
rancher,2,False
din,2,False
replied,2,False
souls,2,False
reservoir,2,False
surf,2,False
lowly,2,False
stunt,2,False
bringing,2,False
frying,2,False
indifferent,2,False
disgusted,2,False
lovemaking,2,False
trombones,2,False
